,TCGA-AO-A03M,TCGA-AO-A03V,TCGA-AO-A0J8,TCGA-AO-A0J9,TCGA-AO-A0JB,TCGA-AO-A0JF,TCGA-AO-A0JI,TCGA-AO-A0JM,TCGA-AO-A12D,TCGA-AO-A12E,TCGA-AO-A12F,TCGA-AO-A12G,TCGA-AR-A1AN,TCGA-AR-A1AQ,TCGA-AR-A1AX,TCGA-AR-A24M,TCGA-AR-A24R,TCGA-AR-A24S,TCGA-AR-A24W,TCGA-AR-A24X,TCGA-AR-A254,TCGA-BH-A0AW,TCGA-BH-A0AZ,TCGA-BH-A0B3,TCGA-BH-A0B5,TCGA-BH-A0B6,TCGA-BH-A0BG,TCGA-BH-A0BJ,TCGA-BH-A0BM,TCGA-BH-A0BQ,TCGA-BH-A0BT,TCGA-BH-A0C0,TCGA-BH-A0DE,TCGA-BH-A0DG,TCGA-BH-A0DH,TCGA-BH-A0DK,TCGA-BH-A0DT,TCGA-BH-A0DV,TCGA-BH-A0DX,TCGA-BH-A0DZ,TCGA-BH-A0E0,TCGA-BH-A0E1,TCGA-BH-A0E2,TCGA-BH-A0E9,TCGA-BH-A0EI,TCGA-BH-A0GY,TCGA-BH-A0GZ,TCGA-BH-A0H3,TCGA-BH-A0H5,TCGA-BH-A0H7,TCGA-BH-A0H9,TCGA-BH-A0HA,TCGA-BH-A0HI,TCGA-BH-A0HX,TCGA-BH-A0HY,TCGA-BH-A0RX,TCGA-BH-A0W3,TCGA-BH-A0W5,TCGA-BH-A18F,TCGA-BH-A18H,TCGA-BH-A18I,TCGA-BH-A202,TCGA-BH-A28Q,TCGA-EW-A1IY,TCGA-EW-A1IZ,TCGA-EW-A1J6,TCGA-EW-A1OZ,TCGA-EW-A1P0,TCGA-EW-A1P3,TCGA-EW-A1P4,TCGA-EW-A1PA,TCGA-EW-A2FR,TCGA-EW-A2FS,TCGA-EW-A3E8
T1C-wavelet-HHH-glszm-SizeZoneNonUniformity,-0.513791208,-0.558030885,0.647673292,-0.507400361,0.612378742,-0.575703804,-0.575703804,-0.313377963,0.168067304,-0.366001787,-0.195651931,-0.557428399,-0.522047936,-0.329827088,-0.544374539,-0.543678333,-0.570883917,0.921206466,-0.469349193,-0.515053559,-0.431538242,-0.246818046,0.416303113,0.741725056,-0.121769992,0.079708778,0.010893022,-0.192100772,1.884951105,-0.241601201,0.314556497,0.419500305,-0.28758367,4.656547037,0.232950978,1.852036658,-0.392582042,0.173837964,-0.314626593,-0.225103018,5.311739002,0.325779141,0.030559817,-0.056430234,0.079458873,-0.181583777,-0.501491218,-0.029955738,-0.121429457,-0.515752741,-0.025513994,0.001914107,-0.298091703,0.614105566,-0.419172236,-0.372267016,-0.390620144,0.126909651,2.804387387,-0.453443256,0.454213085,0.078167344,2.211511328,-0.573615186,-0.573093032,-0.575703804,-0.572222774,-0.569437951,-0.575703804,-0.560039171,-0.575703804,-0.565840887,-0.57048226,-0.575703804
T1C-wavelet-HHL-glcm-Correlation,-0.462280677,-0.745333185,-0.946107827,0.536861259,1.245289611,2.920330053,-0.240269605,-0.567087947,0.179562805,-0.439043259,0.983881497,-1.159290152,-0.343939326,-1.149025136,1.850663797,1.670609929,-1.34372824,0.357963057,0.825916287,-0.780582358,-0.544919217,0.301889503,-0.961375281,-1.021687702,2.482053993,-1.554918985,0.735275981,0.99986935,-0.107606244,-1.089744947,-0.120180089,-1.237612001,-0.430520009,-0.34107303,-0.009653657,-0.449244958,0.411168066,-0.505690209,-0.369476895,0.090847089,-1.316156425,-0.64527309,0.130716234,-0.561774532,-0.559758847,1.440935023,0.609556878,-1.084875794,-0.788398735,1.617105282,0.162021712,-1.254198085,3.024698603,-1.031862573,0.121326345,0.389770413,-0.688613984,-0.251318874,-0.484373801,-0.206747152,-0.637187673,0.83850011,-1.326141473,-0.54814812,-0.248892597,-0.411194801,1.520526692,-0.173657591,-0.407175848,0.400778919,0.23127599,-0.342839407,-0.070745992,-0.636522641
T1C-wavelet-LLL-gldm-LargeDependenceHighGrayLevelEmphasis,-0.716236418,-0.523621028,1.907428422,-0.734245971,0.659191698,-0.817468584,-0.935876564,-0.302142437,0.362427758,-0.502662526,0.120177908,-0.793806369,-1.117686911,0.421982479,2.233346758,-0.28728032,-0.463880392,1.541881197,-0.262490856,0.215837485,1.459465505,-0.469827962,0.82001825,1.106941322,-0.294026718,1.2733033,0.427535627,0.211253078,0.83847322,0.675369278,0.97032106,1.983450748,0.014235038,2.450330944,0.286668484,0.082349057,0.199120642,1.490330611,-0.651229474,0.502763848,2.470784452,0.427866733,0.853219108,0.421868635,1.009191034,-0.190953518,-0.901525239,1.306362587,0.390219791,-0.408143444,0.29280985,0.570685472,0.088365578,0.858038701,-0.206117462,-0.714355191,-0.800266843,0.191306727,1.421635569,-0.180154526,0.871055467,-0.658737322,2.889055963,-0.782044486,-1.091213492,-0.922837653,-0.633662429,-0.742862828,-0.711210461,-0.679576688,-0.771483253,-1.117044143,-0.77804982,-0.879968399
T1C-wavelet-LLL-glcm-Idmn,0.415070317,-0.663064807,-0.439659651,-0.277053795,0.758928145,-1.52254162,0.468027318,0.613273577,1.015333303,-0.77295671,1.018709184,-0.423650134,0.483605826,1.09098454,0.447642186,0.833284994,-0.824932592,0.538156409,0.571384931,0.051548781,1.105387915,0.086137522,0.093919891,0.721070216,0.750976884,0.933453628,-0.563849447,-0.52523695,-0.456803441,0.15651405,-0.071079516,0.194186591,-0.454451509,0.417658335,0.337616803,0.755094317,-1.017005028,0.530948214,-2.057641951,0.912836496,1.628677884,0.686345725,1.154273187,0.799361229,0.265144254,-0.209320978,-0.628142519,0.277286196,0.236939828,-1.756727439,0.083635009,0.494094408,-0.637240613,0.753714727,0.007296246,-0.51011321,-0.115237011,-0.829230722,-0.289901725,1.089812433,0.017437963,0.00680319,1.169909203,0.17633424,-0.956031237,-1.262659942,1.027150626,-0.510206888,0.408855651,1.183850696,0.54471794,1.349006737,0.962935039,-0.129124779
T1C-wavelet-LLL-glcm-Idn,0.296005758,-0.833570752,-0.630434786,-0.525931734,0.731327892,-1.725872227,0.184337177,0.430934968,1.009632605,-1.028460052,1.177875729,-0.573456397,0.50962074,1.047676102,0.658188977,0.776490485,-0.900319342,0.596807914,0.427517557,0.02463293,1.284973021,-0.090797661,0.068557225,0.600799542,0.701796341,0.893773619,-0.877854159,-0.732280778,-0.628651355,0.108751601,-0.090168164,-0.050517164,-0.600362128,0.24978431,0.252102271,0.630225922,-1.179951139,0.595006681,-2.052912291,0.935294398,1.936150368,0.778071341,1.100864077,0.765135572,0.185395125,-0.549011842,-0.889374285,0.218334335,0.199615626,-1.612638665,-0.223579054,0.497176412,-0.973798774,0.622171852,-0.329908456,-0.783884211,-0.449574128,-1.059165721,-0.629298484,1.181034662,-0.265523637,-0.433686819,1.25838649,-0.030675533,-1.225821469,-1.439805713,1.089658615,-0.540794147,0.383151317,1.208161507,0.389503598,1.551812661,0.998287556,-0.438607015
T1C-wavelet-LLL-firstorder-Energy,-0.532251613,-0.550847949,3.324739436,-0.365370175,1.3324449,-0.529163065,-0.593452937,-0.07553239,0.849700907,-0.381475677,0.624969052,-0.508892737,-0.560659345,0.355547059,-0.228920997,-0.362103887,-0.533748817,0.386625137,-0.260153053,-0.428204549,0.782506061,-0.51893509,0.155257037,0.907807776,-0.455861403,0.306653034,-0.149887192,-0.168599796,1.708941505,-0.124181695,0.485372864,0.273065995,-0.481957927,2.665870377,0.025493874,1.11282188,-0.483396067,0.262115491,-0.504314398,0.007768059,6.117089259,0.010934457,-0.118081257,-0.049064807,-0.009852685,-0.270632664,-0.561243283,-0.187374035,-0.177916225,-0.489844915,-0.052002987,-0.255782641,-0.241287281,0.206117977,-0.445999595,-0.430927704,-0.53022795,-0.27721985,1.944251884,-0.386661775,-0.227726591,0.304090603,1.599129995,-0.581934988,-0.585007614,-0.587236928,-0.460532281,-0.585214513,-0.589951322,-0.511710668,-0.572015535,-0.580655823,-0.579953497,-0.590103428
T1C-wavelet-LLL-glrlm-ShortRunLowGrayLevelEmphasis,-0.309058827,-0.268827444,-0.348125947,-0.30393545,-0.342623805,-0.286818362,-0.093135648,-0.342958959,-0.348430628,-0.334773732,-0.346077392,-0.270216468,-0.211492666,-0.346284989,-0.340268858,-0.317348491,-0.311219413,-0.343599951,-0.328556152,-0.324540263,-0.347251756,-0.33235063,-0.345510534,-0.348359243,-0.333764606,-0.346494779,-0.344272331,-0.343540668,-0.346801461,-0.33642773,-0.341333095,-0.34738047,-0.324006409,-0.352021005,-0.340308781,-0.342484315,-0.305898324,-0.346658909,-0.32162446,-0.342729882,-0.352328892,-0.341443222,-0.334928555,-0.343030922,-0.344467898,-0.340188553,-0.303068371,-0.327186415,-0.336954858,-0.307420812,-0.343283722,-0.342064686,-0.340912043,-0.347034395,-0.337705832,-0.324161256,-0.323578269,-0.337046132,-0.349824763,-0.306870612,-0.334996782,-0.339689343,-0.35089804,-0.236006592,-0.119258201,-0.100284387,-0.26507665,-0.063504422,-0.092123702,-0.183315845,-0.155070435,0.005454995,-0.161967942,-0.090596007
T1C-wavelet-LLL-glszm-LargeAreaHighGrayLevelEmphasis,-0.273540877,-0.265720068,-0.242889353,-0.262792571,-0.25235498,-0.275041973,-0.224847307,-0.267075487,-0.254885867,-0.27190212,-0.216199346,-0.217966735,-0.271544956,-0.251501678,-0.212553624,-0.259633656,-0.269521716,-0.225016634,-0.260965754,-0.251980409,-0.216593798,-0.27056476,-0.248764463,-0.248911727,-0.266794786,-0.244267562,-0.260608092,-0.26352611,-0.255586414,-0.254036054,-0.249481993,-0.241074255,-0.264664836,-0.234466277,-0.243717011,-0.259900621,-0.263056134,-0.219052086,-0.274323211,-0.234485976,-0.226426014,-0.150248341,-0.249397074,-0.239802994,-0.251661845,-0.26780444,-0.276784771,-0.250827388,-0.260377466,-0.270757937,-0.262385911,-0.256801034,-0.264320659,-0.251594234,-0.267966848,-0.273381091,-0.274737506,-0.263668781,-0.246410177,-0.150246991,-0.253846302,-0.273777209,-0.226840946,-0.149870826,-0.269880198,-0.269695673,-0.195059524,-0.157466363,0.259290334,1.723756573,0.395900063,-0.07001982,0.728806393,-0.213185927
T2WI-original-firstorder-Kurtosis,0.039983563,-0.924161752,-0.714826924,0.758932784,1.396739689,2.26082049,-0.824386638,-0.549482868,1.125955597,-0.45871346,-0.44005608,-0.627334949,-0.627102076,-0.409438036,3.132751389,0.951455515,-0.462118696,-0.093125212,3.487740013,-0.542405734,-0.26844406,-0.854021519,-0.561765283,-0.655182679,-0.663658113,-0.637455691,-0.720994871,0.027714669,-0.382384803,-0.635650547,-0.600699266,-0.451776583,-1.019520078,-0.935855907,3.736271778,0.360399196,-0.465296156,-0.092523589,-0.694491455,-0.730044334,0.858565897,-0.614832951,-0.293693836,1.304646968,-0.9702077,-0.355459266,-0.060652119,0.142886987,-0.337452027,-0.583029924,-0.515492432,-0.111896558,-0.745215492,-0.602349776,-0.248975864,-0.280563999,0.23364188,1.559102539,-0.147461034,-0.563016559,-0.383214432,0.485800571,1.3501303,0.094426184,-0.442372406,-0.737330268,1.380721986,-0.277349556,-0.548780834,0.4039274,-0.061417384,1.598376572,0.231854875,0.327709629
T2WI-wavelet-LHL-gldm-SmallDependenceLowGrayLevelEmphasis,0.903108107,3.500790836,-0.758889232,-0.074260619,0.187363753,-0.237158295,4.089103047,-0.251989034,-0.833120911,0.556532102,-0.780218664,1.562765855,0.084853374,-0.881154193,0.501760398,-0.940551523,0.1707271,-0.899045816,-0.755636998,1.098550515,-0.444259357,2.869173503,-0.703809201,-0.594749584,1.639033069,-0.015930519,0.339228093,-0.456606151,-0.883326201,-0.824863239,-0.377167575,0.156474744,1.856484382,-0.289046024,-0.625550499,-0.962376299,0.186050295,0.660906884,-0.117871902,-1.020789438,-0.878243501,0.152917793,-0.808114664,-1.03239177,-0.937941214,0.268780097,-0.264775573,-0.416894084,0.538688858,0.564048924,-0.190802397,0.027898831,-0.059034182,-0.783480286,1.23478622,0.231894962,1.29670071,0.150768892,-0.634051511,-1.026364594,-0.277580164,-0.34807365,-0.834549179,-0.112237535,0.037132029,1.28821414,-1.0397584,-0.38347925,0.127317998,-0.570756411,-0.310527091,-0.93944169,-0.777150559,-0.057335135
T2WI-wavelet-LHL-gldm-LowGrayLevelEmphasis,-0.740856296,0.497471613,-0.871560507,-0.727690257,-0.454721567,-0.721846497,2.559898061,-0.779793088,-0.889938607,-0.620875927,-0.798429701,0.689483961,-0.64285962,-0.859619582,-0.444159258,-0.903658312,-0.742427804,-0.867867763,-0.762840618,-0.191805187,-0.711417129,2.634238837,0.015780913,0.017412712,-0.575925199,0.821807661,0.693120286,-0.70768238,-0.327735805,-0.586840864,0.764160316,0.798884262,-0.030638857,-0.235905633,0.568325338,-0.311296645,2.503737314,2.292869416,-0.219151183,-0.666122334,-0.024975696,2.50336316,-0.759418696,-0.600809949,-0.66881228,0.840700208,0.759127734,-0.461853448,0.710342679,0.819374871,0.06151304,2.32630531,0.062244862,-0.494486194,2.324400209,0.657280363,2.49880421,0.640691147,-0.484006485,-0.005443657,-0.589396171,0.028741394,-0.602834323,0.02831026,-0.619830326,-0.335377516,-0.885080156,-0.650802273,-0.561461855,-0.706059988,-0.562208006,-0.881977124,-0.745340864,-0.64823031
T2WI-wavelet-LHL-firstorder-Skewness,-0.760938658,0.662592931,-0.237937153,-0.43051194,-0.58241762,-0.158824368,0.422895846,-0.33722718,-0.788625153,-0.032141906,0.548748771,-0.111794625,-0.036811799,-0.239887677,0.114381887,-0.544703738,-0.42089314,-0.08305865,-0.325315135,-0.02273511,-0.33995065,0.864353016,0.613013709,-0.401512409,0.069518836,1.471384776,0.041589375,-0.550549395,-0.33926524,-2.143652255,-0.026459967,-0.234960988,0.470069317,0.060191331,-0.236914511,-0.37578255,4.968764737,1.929500683,-0.855406832,-2.521886556,-0.075599197,0.781737573,-0.619684204,-0.187752717,-0.534145036,-0.185470911,-0.102274458,-2.090515071,1.456718434,2.866198038,2.330586589,0.387190396,-0.218599035,-0.632749188,0.187013941,0.125224357,0.000977379,-0.223810029,0.476838677,-0.479581747,0.182060514,0.328393168,-0.618645948,1.114190519,-0.167904934,0.167427155,-0.876028035,-0.287403758,0.094972918,0.072669893,-0.043432397,-0.633011271,-0.537397803,-0.882162353
T2WI-wavelet-LHL-glrlm-ShortRunLowGrayLevelEmphasis,-0.696854977,1.20837631,-0.939578861,-0.706945047,-0.342063721,-0.698401897,3.100382805,-0.788087773,-0.970639663,-0.534052673,-0.834858001,1.157619819,-0.589596549,-0.925145379,-0.292376565,-0.993948746,-0.735587569,-0.938551588,-0.790360827,0.092971409,-0.702952012,3.411544177,-0.19017684,-0.056437361,-0.436242335,0.858131627,0.799383444,-0.723026377,-0.424697234,-0.656109839,0.62776512,0.884792076,0.309970787,-0.092432919,0.264297354,-0.429869602,2.227608004,1.76771659,-0.064237354,-0.759369703,-0.244756536,1.861715403,-0.77965425,-0.698762743,-0.753224051,0.992839636,0.846921091,-0.463099237,0.624807777,0.84122398,0.029959806,1.766740916,0.093018658,-0.593749784,2.064570604,0.690613261,2.195174647,0.608048277,-0.469696504,-0.473371096,-0.573884856,0.119581876,-0.654524243,0.109709879,-0.541922747,-0.102291713,-0.968004459,-0.620094276,-0.478952025,-0.697344927,-0.485098484,-0.958601381,-0.761093505,-0.603151339
T2WI-wavelet-LHL-glrlm-LowGrayLevelRunEmphasis,-0.748452279,0.544133825,-0.88670336,-0.739198616,-0.4468041,-0.730184555,2.475742236,-0.792649497,-0.90457485,-0.631774411,-0.812786231,0.74662886,-0.653558226,-0.874336594,-0.446638564,-0.919125547,-0.749571213,-0.882986722,-0.7765847,-0.182002344,-0.723932007,2.804315886,-0.017150804,0.025746285,-0.579756521,0.90268952,0.724424857,-0.704705112,-0.337004221,-0.578318941,0.812157573,0.878543643,0.021176387,-0.222208635,0.561863124,-0.316475723,2.370034997,2.335719371,-0.184621802,-0.659910844,-0.029373568,2.503311516,-0.745699367,-0.605280353,-0.673979746,0.861016294,0.801826335,-0.449093332,0.685276385,0.803063013,0.075771444,2.24245205,0.060951468,-0.503535144,2.266369583,0.670455291,2.429798052,0.654133318,-0.489203226,-0.069055063,-0.596105666,0.053830185,-0.610230012,0.037578385,-0.626667731,-0.329154668,-0.899782584,-0.658968822,-0.566809431,-0.715908335,-0.566384333,-0.897077667,-0.755663422,-0.651463733
T2WI-wavelet-LHH-gldm-DependenceNonUniformity,-0.778281938,-0.723462438,0.121554623,0.423231821,0.62387503,-0.578146043,-0.77934807,0.287028233,0.859857206,-0.532216698,2.412724665,-0.470289762,-0.579192604,0.633758495,-0.467856292,0.449587539,-0.73666127,0.561279996,0.07461761,-0.690567743,0.918337353,-0.618861643,-0.148849314,0.13539181,-0.694165192,-0.271031125,-0.472087117,-0.475299237,0.988227564,-0.676168995,0.135952271,-0.409576022,-0.77573375,0.643410678,0.507238299,2.911632438,-0.822832736,0.134336617,-0.755611391,0.290826357,5.858632814,0.828123895,-0.426057749,-0.32021354,-0.222034994,-0.505566277,-0.722927827,-0.580874223,-0.575974858,-0.779186066,-0.428172914,-0.457870026,-0.512472528,-0.0626859,-0.60875899,-0.379980337,-0.545319538,-0.590504511,-0.019239811,1.24872678,-0.658181585,0.100409866,0.078226106,-0.474135135,-0.448869612,-0.723513642,0.929363362,-0.346757775,-0.365648989,1.602404654,0.48799134,0.475112195,0.358751539,-0.590959485
T2WI-wavelet-LHH-glcm-MaximumProbability,0.454384107,0.198056038,-0.148225686,-0.13343895,0.009238407,-0.480697207,0.041960911,-0.166003575,-1.076862622,0.20200046,-0.433936097,-0.160386821,0.147626485,-4.819969109,0.070738454,-0.944804118,-3.193095521,0.3189959,0.444777636,-2.629046449,-3.972215848,-0.095707374,-0.066930053,-0.096589009,1.140672276,-0.227703436,-0.128041662,-0.028864461,0.048200277,0.525538456,0.494673897,-0.031437984,0.294031684,0.007322013,-0.109762938,0.325379612,1.410126096,0.163407757,2.016069301,-0.066885203,-0.234112949,-0.005839047,-0.116760766,0.022164343,-0.101271893,0.528687522,1.038632861,0.20166936,0.454802404,1.155564116,0.282959446,0.08707904,0.39973561,0.056372742,0.127538406,0.327946574,0.122714694,0.143883556,0.058911335,0.660201767,-0.085415089,0.501019827,0.208941743,1.152371119,0.292187335,0.755340122,0.036356423,0.274211534,0.319221864,-0.091272958,0.647962596,-0.066651125,0.136247078,0.29486571
T2WI-wavelet-LHH-firstorder-Kurtosis,-0.250869026,-0.087046086,-0.410290524,-0.422551744,1.068312858,-0.37633541,-0.27793959,-0.411824042,-0.141910002,-0.262912428,-0.359766185,-0.287342567,0.007317633,-0.409653429,0.117138305,-0.348992224,-0.387528923,0.214377514,0.845010948,-0.474675727,-0.452553796,-0.404291637,-0.030427777,-0.420993102,-0.301423567,-0.213356476,-0.40855553,-0.0548065,-0.409235075,-0.42262432,-0.362259058,0.102871579,0.579395477,-0.405088472,-0.29829257,-0.414891281,-0.453580886,0.074920596,-0.37131455,0.113014766,-0.289101815,-0.397488638,-0.223945286,7.251828494,0.203230045,-0.330902749,-0.174245748,-0.204613775,-0.385631286,-0.271535811,-0.096952218,-0.402373038,-0.291894032,-0.162197032,-0.438722992,-0.37415968,-0.406493808,-0.3777253,-0.308381441,-0.104640969,-0.366741769,-0.246062684,-0.394398592,3.328118564,0.377563632,-0.211007934,0.438491585,-0.324272602,0.01006884,0.648303464,-0.206652451,0.046272481,1.384146356,0.258237724
T2WI-wavelet-LHH-glszm-SizeZoneNonUniformityNormalized,-0.558860475,0.043777721,0.023586762,1.113692298,-1.001791222,-0.22244518,2.883130749,-0.505251505,0.26076057,-0.13988555,0.845673131,-0.240157585,0.345458978,-0.686889024,-0.543810623,-1.261848815,-0.690013924,0.85787347,-1.378766827,-1.187526208,-0.554825224,1.417884365,-1.743963075,0.250276116,-0.741426086,0.634363148,-0.162720686,-0.416081586,-0.281801425,2.883130749,-1.508993471,0.183992679,2.118243808,0.102448018,-0.087463492,-0.923954442,1.321486582,0.800938522,-0.630568627,0.134637015,0.534417922,1.737308998,-0.742009204,0.998069151,0.183992679,-1.107737673,0.800938522,0.183992679,-0.240157585,2.102308666,-0.332562569,-0.048935856,-0.825774148,-0.467109333,0.800938522,0.460988776,-0.240157585,0.183992679,-0.302657133,2.102308666,0.685581617,-0.923954442,0.045271128,-0.587189625,-1.246837291,0.800938522,0.07085036,-0.864815252,-0.864815252,-1.655107471,0.134637015,-1.510213353,-0.124480243,0.183992679
T2WI-original-shape-Sphericity,0.583030977,1.422747144,0.435274605,-1.577051694,-1.468481825,0.760420954,1.581218721,-2.129279715,-1.015695601,-0.903063813,-0.68380322,1.050070027,0.400489512,-0.03141276,-0.392132176,-1.501413063,1.092172438,-0.014345848,-1.794414703,0.737176341,-2.131827337,-0.261394037,-1.245523646,-0.18999295,0.064306824,1.139975899,-0.388823354,-1.226222423,-1.265053091,1.496530204,-0.254247607,0.770291297,1.12760752,-1.494830205,-0.910917705,-1.891053183,1.042881198,0.408889014,-0.179735789,0.968242765,-0.084903063,0.604473747,1.471331119,-0.984714544,1.118436777,-0.932430367,0.41925892,0.825609564,0.300952616,1.576173106,0.41159415,0.198111849,0.331188958,-0.20279477,-0.023214096,-0.554223461,-0.552494398,-0.002898963,-1.393902813,1.322273226,0.041431347,-0.195487551,-1.3071981,1.132441357,-0.377142266,0.921996984,0.221009463,0.82330457,1.071544448,0.12097435,0.385518215,-1.599197208,0.02712541,0.591341595
T2WI-wavelet-LLH-gldm-DependenceVariance,0.356826802,1.818196246,0.628168755,0.833665374,1.354209584,-0.358055879,1.349899913,0.584105652,1.082267938,1.086001093,0.984705532,1.224118335,1.620323273,-0.679706025,1.504584982,0.594033777,-0.521568193,1.278693616,1.53987331,-0.628647362,-0.909230214,-1.118479867,-0.658113304,-0.885186709,0.211403347,-0.57508232,-1.11768472,-0.278670425,-0.78880885,-0.695748538,-0.398988101,-0.776777143,-1.236376108,-1.110763205,-0.264336153,-0.27602854,-1.208884259,0.001597411,-1.049476177,0.20499226,-0.13574409,0.140456384,-0.788661463,-0.614198855,-0.885401697,-1.011283777,-0.949229569,-0.831657235,-0.873189069,-0.78896812,-0.832255117,-0.715004302,-0.993587942,-0.809605186,-0.858107836,-0.846512102,-0.163992787,-1.070103768,-1.10656102,0.591042993,-1.260196189,-0.775115652,-1.027403375,1.046014598,2.298447781,1.762318083,1.89821319,0.882532589,1.071490077,1.220300131,0.853060664,1.077087352,0.885587507,1.28487817
T2WI-original-shape-SurfaceVolumeRatio,1.618816233,0.245682902,-1.120870544,0.402133946,-0.046337089,-0.043303193,0.842416141,1.445918043,-0.729777088,1.433734455,-1.433228569,-0.541006177,0.144925102,-1.25468026,0.431816806,0.09899924,0.786885528,-1.167545092,1.158320876,0.484438748,0.820519129,0.922062709,0.646278946,-0.717937193,1.135963866,-0.955012951,0.60625382,1.474482074,-0.478919634,-0.103356826,-0.754707906,-0.638569623,0.908617975,-0.018408826,-0.475592645,-0.634369207,2.144087131,-1.046264817,1.94416268,-1.495165895,-2.193469241,-1.600951945,-0.937034136,0.714047902,-1.056045532,1.245718,0.948854414,0.011521258,0.373884886,0.60684385,-0.326656789,-0.050621695,0.022618298,-0.445011016,0.916262585,0.415322634,1.025281565,0.67383544,0.61492034,-2.031441049,0.815798841,-0.749889798,0.297868615,-0.743309115,0.314215607,0.595523259,-1.512492376,-0.670717903,-0.876839168,-1.735060337,-1.356451665,0.220293131,-1.07038758,0.122806866
T2WI-original-shape-Maximum2DDiameterSlice,-1.06860398,-1.161548607,0.28017463,0.85063666,2.968392911,-0.929500173,-1.317671261,1.632264941,0.189630416,-0.145310862,1.099941245,-0.600520951,-0.426893966,0.366771254,-0.707306226,1.938344322,-1.161548607,0.570986458,0.589116198,-0.987529644,1.552514063,-0.728964518,0.196922992,0.215964586,-1.06860398,-0.653729842,-0.290746627,-0.495074331,1.843222502,-0.851587052,1.027124443,-0.69445335,-0.683115475,1.12982252,1.580643522,3.127463448,-1.17167894,-0.368199634,0.183231694,-0.471230353,1.952747707,0.086126541,-0.69445335,0.635880434,-0.387164883,-0.205303336,-0.894873384,-0.756840712,-0.501402222,-1.135629758,-0.683115475,-0.472477454,-0.10450794,0.028245964,-0.975371204,0.141693201,-0.276065366,-0.505209792,0.575727056,0.183231694,-0.764261821,-0.145310862,0.904893639,-0.877076855,-0.054303321,-1.177801874,0.258951797,-0.487510367,-0.806511092,0.933783372,-0.093137135,1.68435125,1.131805297,-0.455095657
T2WI-wavelet-LLH-firstorder-Kurtosis,-0.590524126,-0.154127478,0.518258045,-0.262982144,2.405032953,-0.407553236,-0.263566184,-0.626024201,-0.064841538,-0.081244134,-0.181298568,0.382036748,1.114384798,-0.48268068,0.138023539,0.289068628,-0.458721992,1.94926526,1.575890599,-0.612021558,-0.355712751,-0.64998561,-0.673088162,-0.658583108,-0.42964569,-0.552992329,-0.675165302,-0.556686419,-0.554644634,-0.449228042,-0.382154179,-0.404000481,-0.485046508,-0.612213992,0.031648975,-0.553915508,-0.664931571,-0.581183916,-0.551857413,-0.556232177,-0.439530304,-0.553840687,-0.053920596,-0.353321117,-0.597675252,-0.037194159,-0.627941535,-0.686276734,-0.581300904,-0.350781024,-0.442457583,-0.638527759,-0.582518362,-0.541535381,-0.587151931,-0.617259393,-0.656224467,-0.287638838,-0.651487271,0.427275185,-0.672684946,-0.510899386,-0.584297961,0.32257927,0.999969167,0.679562304,1.161269528,-0.566121706,-0.119653191,3.084459959,1.660623257,2.449782032,4.286454519,2.183134793
T2WI-wavelet-LLH-glrlm-ShortRunLowGrayLevelEmphasis,1.939753962,1.178296579,0.257913694,1.833385375,-0.47128604,-0.13526719,5.024960908,0.805997401,-0.574660108,0.102423291,-0.326447654,1.360398147,0.520987827,-0.654977731,1.736517643,-0.54854373,-0.473290986,-0.489176101,-0.1852168,0.096149106,-0.655797185,-0.254069067,0.525541289,-0.471048422,-0.071145266,-0.293792231,-0.225068293,-0.292031156,-0.578859067,-0.50924345,-0.401379944,-0.517196477,-0.392066674,-0.691661347,-0.637715047,-0.555132345,1.688788823,0.121836392,-0.418545803,0.113159579,-0.514109257,-0.260626642,-0.68638711,-0.601119501,-0.52094911,-0.706833238,-0.122948098,-0.254638858,-0.252082328,0.018634109,-0.617308761,-0.153607376,-0.582803591,-0.608088147,-0.273613648,-0.328455612,0.046507254,-0.693364233,-0.531063349,-0.673305084,-0.62192333,-0.606195036,-0.651233391,2.653653938,-0.37708042,-0.113107056,-0.69660883,3.392223324,0.282917176,-0.67028731,-0.131456971,-0.644521682,0.225413425,-0.238175011
T2WI-wavelet-LLH-glrlm-ShortRunEmphasis,-0.797733635,-0.577706336,-0.797601798,-1.031892293,-1.432283415,0.345755354,-0.942790843,-0.701157613,0.006330789,-0.450745819,-0.517138734,-1.453723511,-1.494848823,0.822912511,-1.23914144,-0.302922574,0.689855744,-1.540525762,-1.50115313,0.565372941,0.878613982,1.006613354,0.617796597,0.760080275,-0.454554401,0.560161138,1.007226941,0.527953483,0.757940102,0.652529476,0.379699046,0.857160044,1.230413738,1.078576617,0.3061711,0.503928205,1.03747196,0.008788259,0.977156911,-0.084155007,0.396036289,0.188614349,0.858735301,0.529296924,0.811714423,0.903177257,0.643662831,0.770212084,0.675204859,0.876261638,0.813917978,0.576402142,0.95181918,0.766613868,0.742741871,0.892671701,0.467175831,1.010662433,1.082651769,-0.943491444,1.238857082,0.789749665,1.031917233,-2.094584053,-1.037891448,-1.156659084,-1.195792418,-1.796325446,-1.883246045,-1.664835438,-2.063575013,-0.799262479,-1.846736937,-1.475974401
